image_indx,time [min],x center [um],y center [um],x span [um],y span [um],area [um^2],outline [um],ramification index,spanned area (convex hull) [um^2],spanned outline (convex hull) [um],spanned area center x (convex hull) [um],spanned area center y (convex hull) [um],polarity vector x (binary) [um],polarity vector y (binary) [um],polarity vector length (binary) [um],polarity index (binary),ID of largest skeleton (skl),# found skls,# branches (largest skl),# junctions (largest skl),# tips (largest skl),# triple points (largest skl),# quadruple points (largest skl),# junction voxels (largest skl),# slab voxels (largest skl),tree length (largest skl) [um],average branch length (largest skl) [um],maximum branch length (largest skl) [um],shortest path (largest skl) [um],# branches (all skls),# junctions (all skls),# tips (all skls),# triple points (all skls),# quadruple points (all skls),# junction voxels (all skls),# slab voxels (all skls),tree length (all skls) [um],average branch length (all skls) [um],maximum branch length (all skls) [um],shortest path (all skl) [um]
823,0.0,18.052098,10.62637,40.032,21.267,315.260757,132.606,2.1068,433.157499,120.93,19.400544,10.606548,1.348446,-0.019822,1.348592,0.057425,1,1,1,0,2,0,0,0,87,43.777809,43.777809,43.777809,43.777809,1,0,2,0,0,0,87,43.777809,43.777809,43.777809,43.777809
824,0.0,20.206596,23.137742,40.449,42.117,919.351143,213.504,1.986371,1123.149051,162.63,19.102364,22.945749,-1.104232,-0.191993,1.120799,0.029638,1,1,7,3,5,3,0,7,175,93.92916,13.418451,24.751176,49.67508,7,3,5,3,0,7,175,93.92916,13.418451,24.751176,49.67508
825,0.0,11.964497,10.044922,25.437,21.267,200.320128,96.744,1.928221,279.091845,91.74,12.6907,10.359657,0.726203,0.314735,0.791472,0.041986,1,1,3,1,3,1,0,3,47,26.174903,8.724968,16.381541,22.076449,3,1,3,1,0,3,47,26.174903,8.724968,16.381541,22.076449
826,0.0,10.390354,19.00418,20.85,40.449,347.430222,144.282,2.183602,483.585309,120.93,10.469759,20.148177,0.079405,1.143997,1.14675,0.046214,1,1,3,1,3,1,0,1,81,39.69163,13.230543,17.358633,32.918449,3,1,3,1,0,1,81,39.69163,13.230543,17.358633,32.918449
827,0.0,10.492001,18.254382,22.101,32.109,474.021414,120.096,1.556054,540.447012,106.752,10.64316,17.066141,0.151159,-1.188241,1.197817,0.045662,1,1,1,0,2,0,0,0,42,21.903722,21.903722,21.903722,21.903722,1,0,2,0,0,0,42,21.903722,21.903722,21.903722,21.903722
828,0.0,16.650589,12.403087,30.024,28.773,442.547505,146.784,1.968312,593.830935,115.926,15.06066,13.145269,-1.589929,0.742181,1.754624,0.063811,1,1,5,2,4,2,0,6,85,46.035536,9.207107,14.064543,27.324722,5,2,4,2,0,6,85,46.035536,9.207107,14.064543,27.324722
829,0.0,13.352684,12.264944,26.688,25.437,438.374169,110.088,1.483244,479.411973,102.582,13.359503,11.964058,0.006819,-0.300886,0.300963,0.012182,1,1,1,0,2,0,0,0,23,11.735271,11.735271,11.735271,11.735271,1,0,2,0,0,0,23,11.735271,11.735271,11.735271,11.735271
830,0.0,21.203347,20.059426,37.947,37.113,512.624772,183.48,2.286041,815.713299,148.452,18.499164,18.695619,-2.704183,-1.363807,3.028626,0.093977,1,1,5,2,4,2,0,4,113,60.57635,12.11527,16.941633,42.312172,5,2,4,2,0,4,113,60.57635,12.11527,16.941633,42.312172
831,0.0,13.108168,9.673481,28.773,20.016,299.784636,109.254,1.780032,376.295796,95.91,13.786436,8.799972,0.678269,-0.873509,1.105923,0.050525,1,1,1,0,2,0,0,0,62,30.589176,30.589176,30.589176,30.589176,1,0,2,0,0,0,62,30.589176,30.589176,30.589176,30.589176
832,0.0,9.071436,15.649029,24.603,35.028,333.345213,134.274,2.074626,530.36145,117.594,10.819441,15.573925,1.748005,-0.075104,1.749618,0.067329,1,1,3,1,3,1,0,3,91,44.350176,14.783392,37.13036,42.926449,3,1,3,1,0,3,91,44.350176,14.783392,37.13036,42.926449
833,0.0,17.957373,20.142735,36.696,39.198,452.285289,187.65,2.489072,767.546046,150.12,18.253622,19.919922,0.296249,-0.222813,0.370688,0.011858,1,1,7,3,5,3,0,7,125,67.968894,9.709842,15.892995,43.247353,7,3,5,3,0,7,125,67.968894,9.709842,15.892995,43.247353
834,0.0,10.551404,12.473398,19.182,24.603,244.661823,98.412,1.774843,293.698521,85.902,9.938994,12.181264,-0.61241,-0.292134,0.678519,0.035088,1,1,1,0,2,0,0,0,50,24.030633,24.030633,24.030633,24.030633,1,0,2,0,0,0,50,24.030633,24.030633,24.030633,24.030633
835,0.0,19.131148,14.634043,45.453,31.692,491.236425,188.484,2.398967,858.663882,152.622,21.352123,13.19816,2.220975,-1.435883,2.64471,0.079986,1,1,4,1,4,0,1,2,155,75.773353,18.943338,38.369085,54.965263,4,1,4,0,1,2,155,75.773353,18.943338,38.369085,54.965263
836,0.0,13.206156,19.175347,25.437,33.777,386.903025,147.618,2.117061,591.570378,116.76,13.722757,17.385296,0.516601,-1.79005,1.863104,0.067886,1,1,3,1,3,1,0,3,102,50.664447,16.888149,24.548814,40.180176,3,1,3,1,0,3,102,50.664447,16.888149,24.548814,40.180176
837,0.0,16.320274,26.29137,32.943,43.368,642.519855,239.358,2.663788,1059.331788,150.954,15.708483,21.398083,-0.611791,-4.893288,4.931385,0.134276,1,1,7,3,5,3,0,5,169,86.274983,12.324998,19.658271,46.869536,7,3,5,3,0,5,169,86.274983,12.324998,19.658271,46.869536
838,0.0,15.537818,25.442189,32.526,43.368,496.105317,202.662,2.566732,920.568366,150.12,14.379805,23.076468,-1.158013,-2.365721,2.633938,0.076935,1,1,5,2,4,2,0,2,133,69.219894,13.843979,28.247628,55.226896,5,2,4,2,0,2,133,69.219894,13.843979,28.247628,55.226896
839,0.0,21.678729,16.566526,37.53,48.789,495.235872,198.492,2.516124,844.057206,170.97,19.439983,20.055947,-2.238746,3.489422,4.145847,0.126466,1,1,5,2,4,2,0,2,139,75.003708,15.000742,44.25408,59.599259,5,2,4,2,0,2,139,75.003708,15.000742,44.25408,59.599259
840,0.0,18.662794,25.632457,38.364,52.542,372.470238,185.148,2.706252,509.49477,180.144,19.606543,24.223003,0.943749,-1.409453,1.696237,0.066598,1,1,1,0,2,0,0,0,112,58.86644,58.86644,58.86644,58.86644,1,0,2,0,0,0,112,58.86644,58.86644,58.86644,58.86644
841,0.0,10.060019,22.20525,15.846,42.117,341.517996,134.274,2.049652,450.894177,113.424,8.645634,20.733166,-1.414385,-1.472084,2.04145,0.085201,1,1,5,2,4,2,0,4,115,56.085447,11.217089,19.342452,42.265176,5,2,4,2,0,4,115,56.085447,11.217089,19.342452,42.265176
842,0.0,9.32625,10.997,17.097,22.935,290.046852,85.902,1.422867,294.567966,78.396,9.20157,10.639408,-0.12468,-0.357592,0.378705,0.019555,1,1,1,0,2,0,0,0,24,12.324998,12.324998,12.324998,12.324998,1,0,2,0,0,0,24,12.324998,12.324998,12.324998,12.324998
843,0.0,10.543953,9.196956,21.267,17.097,191.104011,77.562,1.582738,212.666247,75.06,10.512117,8.934813,-0.031837,-0.262143,0.264069,0.016048,1,1,1,0,2,0,0,0,22,11.490998,11.490998,11.490998,11.490998,1,0,2,0,0,0,22,11.490998,11.490998,11.490998,11.490998
844,0.0,15.417129,21.33212,26.271,50.874,314.565201,210.168,3.342769,779.718276,152.622,14.11253,25.17419,-1.304599,3.842069,4.057521,0.128777,1,1,7,3,5,3,0,7,150,76.565442,10.93792,20.462635,50.015449,7,3,5,3,0,7,150,76.565442,10.93792,20.462635,50.015449
845,0.0,19.885334,21.053468,34.194,37.947,461.153628,163.464,2.147308,704.772117,142.614,18.77606,20.256909,-1.109273,-0.796559,1.365648,0.045589,1,1,3,1,3,1,0,1,98,50.580626,16.860209,22.17763,36.659174,3,1,3,1,0,1,98,50.580626,16.860209,22.17763,36.659174
846,0.0,13.445374,14.097913,24.603,32.526,422.376381,126.768,1.740023,528.448671,112.59,13.944664,15.710636,0.499289,1.612723,1.688243,0.065085,1,1,1,0,2,0,0,0,61,29.653995,29.653995,29.653995,29.653995,1,0,2,0,0,0,61,29.653995,29.653995,29.653995,29.653995
847,0.0,33.113852,16.507096,57.129,33.777,706.858785,203.496,2.159159,1064.896236,180.144,30.363851,16.886934,-2.750001,0.379838,2.776109,0.075392,1,1,3,1,3,1,0,1,151,78.036164,26.012055,37.350082,66.271259,3,1,3,1,0,1,151,78.036164,26.012055,37.350082,66.271259
848,0.0,29.927024,18.475586,60.048,38.781,1627.427151,225.18,1.574614,1862.698968,195.99,29.541717,19.516238,-0.385307,1.040652,1.109693,0.022786,1,1,1,0,2,0,0,0,135,67.075623,67.075623,67.075623,67.075623,1,0,2,0,0,0,135,67.075623,67.075623,67.075623,67.075623
849,0.0,17.160405,17.954202,36.696,49.206,678.1671,189.318,2.050778,921.785589,170.136,18.243573,21.281435,1.083168,3.327233,3.499104,0.102138,1,1,1,0,2,0,0,0,91,48.382169,48.382169,48.382169,48.382169,1,0,2,0,0,0,91,48.382169,48.382169,48.382169,48.382169
850,0.0,19.191353,10.806657,44.619,21.267,438.026391,163.464,2.203267,714.68379,129.27,21.320774,9.785803,2.129421,-1.020854,2.361477,0.078284,1,1,1,0,2,0,0,0,92,42.926449,42.926449,42.926449,42.926449,1,0,2,0,0,0,92,42.926449,42.926449,42.926449,42.926449
851,0.0,22.857017,20.6415,42.951,36.279,421.680825,191.82,2.6351,843.709428,156.792,20.799637,19.524916,-2.05738,-1.116584,2.340848,0.07142,1,1,3,1,3,1,0,3,128,64.960988,21.653663,31.136993,51.932807,3,1,3,1,0,3,128,64.960988,21.653663,31.136993,51.932807
852,0.0,23.330967,24.267911,44.619,51.291,1110.107376,324.426,2.746808,1697.330529,190.152,24.540179,24.587514,1.209212,0.319603,1.250735,0.026905,1,1,11,5,7,5,0,5,231,115.309616,10.482692,23.023906,65.074445,11,5,7,5,0,5,231,115.309616,10.482692,23.023906,65.074445
853,0.0,8.79388,15.49777,18.765,37.113,297.871857,123.432,2.017475,422.724159,109.254,7.938695,16.921949,-0.855185,1.424179,1.661213,0.071605,1,1,1,0,2,0,0,0,59,27.783633,27.783633,27.783633,27.783633,1,0,2,0,0,0,59,27.783633,27.783633,27.783633,27.783633
854,0.0,17.574563,14.660737,41.7,32.943,616.610394,175.974,1.999117,856.577214,147.618,17.959613,14.738317,0.38505,0.07758,0.392788,0.011894,1,1,3,1,3,1,0,3,123,62.357807,20.785936,29.725541,53.714263,3,1,3,1,0,3,123,62.357807,20.785936,29.725541,53.714263
855,0.0,26.079397,18.774195,46.704,37.53,776.762163,188.484,1.907768,968.56173,166.8,25.283601,19.944728,-0.795796,1.170533,1.415429,0.040306,1,1,3,1,3,1,0,3,117,61.928532,20.642844,34.199085,55.054169,3,1,3,1,0,3,117,61.928532,20.642844,34.199085,55.054169
856,0.0,10.475285,9.05074,29.607,20.016,236.48904,110.088,2.019433,351.951336,97.578,12.726741,8.487722,2.251456,-0.563018,2.320785,0.109632,1,1,1,0,2,0,0,0,50,25.239722,25.239722,25.239722,25.239722,1,0,2,0,0,0,50,25.239722,25.239722,25.239722,25.239722
857,0.0,21.74101,12.750411,37.53,33.36,404.465814,173.472,2.433232,746.853255,140.112,19.313508,15.326716,-2.427502,2.576305,3.53979,0.11479,1,1,5,2,4,2,0,6,111,57.913899,11.58278,18.150722,42.872263,5,2,4,2,0,6,111,57.913899,11.58278,18.150722,42.872263
858,0.0,12.704765,8.479549,27.522,22.518,263.963502,103.416,1.795605,360.124119,98.412,12.548156,9.769096,-0.156609,1.289546,1.299021,0.060665,1,1,3,1,3,1,0,3,62,29.148089,9.71603,12.956635,21.886362,3,1,3,1,0,3,62,29.148089,9.71603,12.956635,21.886362
859,0.0,15.021469,14.950041,35.445,33.36,570.529809,157.626,1.861589,790.673283,135.942,16.103839,14.676025,1.082371,-0.274016,1.116517,0.035189,1,1,3,1,3,1,0,1,98,50.407899,16.802633,26.806541,39.262355,3,1,3,1,0,1,98,50.407899,16.802633,26.806541,39.262355
860,0.0,14.611471,29.862581,27.522,50.874,528.274782,197.658,2.425937,950.303385,154.29,12.30707,26.718331,-2.304401,-3.14425,3.898278,0.112069,1,1,3,1,3,1,0,1,138,66.569717,22.189906,31.810541,60.702082,3,1,3,1,0,1,138,66.569717,22.189906,31.810541,60.702082
861,0.0,18.386518,16.552159,31.275,33.36,460.284183,141.78,1.864219,602.177607,127.602,17.518756,16.571806,-0.867761,0.019648,0.867984,0.031347,1,1,3,1,3,1,0,1,73,38.082901,12.6943,26.448812,36.831901,3,1,3,1,0,1,73,38.082901,12.6943,26.448812,36.831901
862,0.0,14.99619,14.086899,31.692,26.688,463.240296,135.942,1.781745,587.223153,115.092,15.652935,13.706483,0.656745,-0.380416,0.758967,0.027757,1,1,3,1,3,1,0,3,87,43.545812,14.515271,20.391089,32.471814,3,1,3,1,0,3,87,43.545812,14.515271,20.391089,32.471814
863,0.0,18.020477,18.970294,29.607,37.53,520.275888,149.286,1.846279,760.938264,132.606,16.203252,18.267668,-1.817225,-0.702626,1.94833,0.062594,1,1,5,2,4,2,0,4,115,57.467263,11.493453,15.285908,39.69163,5,2,4,2,0,4,115,57.467263,11.493453,15.285908,39.69163
864,0.0,10.726882,11.033434,21.267,19.182,225.186255,95.076,1.78729,283.612959,79.23,9.857282,10.40135,-0.869601,-0.632083,1.075051,0.056573,1,1,3,1,3,1,0,3,46,25.066995,8.355665,12.194181,20.104906,3,1,3,1,0,3,46,25.066995,8.355665,12.194181,20.104906
865,0.0,20.807882,12.787686,53.793,25.854,346.908555,165.966,2.513661,566.356473,156.792,23.954966,12.378447,3.147084,-0.409239,3.173581,0.118182,1,1,1,0,2,0,0,0,112,54.202809,54.202809,54.202809,54.202809,1,0,2,0,0,0,112,54.202809,54.202809,54.202809,54.202809
866,0.0,18.582915,11.941517,35.445,29.607,450.198621,159.294,2.117836,671.037651,128.436,19.507204,13.665746,0.924289,1.724229,1.956342,0.066929,1,1,5,2,4,2,0,6,110,57.324172,11.464834,19.687906,37.362358,5,2,4,2,0,6,110,57.324172,11.464834,19.687906,37.362358
867,0.0,17.34954,16.184919,38.364,32.109,340.82244,145.116,2.217411,434.374722,139.278,17.519342,15.870205,0.169802,-0.314714,0.357599,0.015206,1,1,3,1,3,1,0,3,75,41.478172,13.826057,20.998176,37.868263,3,1,3,1,0,3,75,41.478172,13.826057,20.998176,37.868263
868,0.0,11.623875,13.059243,24.603,31.692,375.60024,130.104,1.893751,531.404784,110.922,12.289629,15.580326,0.665754,2.521083,2.607506,0.100244,1,1,3,1,3,1,0,1,74,38.672628,12.890876,15.589452,28.39072,3,1,3,1,0,1,74,38.672628,12.890876,15.589452,28.39072
869,0.0,14.261809,9.951991,30.441,18.765,354.73356,118.428,1.773774,431.940276,96.744,14.635793,9.971907,0.373985,0.019916,0.374515,0.01597,1,1,1,0,2,0,0,0,46,21.153543,21.153543,21.153543,21.153543,1,0,2,0,0,0,46,21.153543,21.153543,21.153543,21.153543
870,0.0,10.40509,19.748566,22.101,37.947,455.241402,140.946,1.863489,580.78926,118.428,10.026103,19.071008,-0.378986,-0.677558,0.776347,0.028549,1,1,3,1,3,1,0,3,68,35.968266,11.989422,27.985995,33.537812,3,1,3,1,0,3,68,35.968266,11.989422,27.985995,33.537812
871,0.0,10.023318,18.004273,23.352,36.279,371.600793,142.614,2.086983,518.710887,116.76,9.972283,17.738017,-0.051035,-0.266256,0.271103,0.010549,1,1,5,2,4,2,0,4,98,49.860082,9.972016,16.870087,35.277358,5,2,4,2,0,4,98,49.860082,9.972016,16.870087,35.277358
872,0.0,29.313562,12.675848,50.457,22.935,396.119142,190.152,2.695151,842.492205,145.116,25.755839,12.314238,-3.557723,-0.36161,3.576053,0.109186,1,1,3,1,3,1,0,1,132,63.549536,21.183179,45.327268,54.733266,3,1,3,1,0,1,132,63.549536,21.183179,45.327268,54.733266
873,0.0,12.977961,14.162843,32.526,24.186,303.784083,130.104,2.105733,462.196962,111.756,13.538067,13.390752,0.560105,-0.772091,0.953857,0.03932,1,1,3,1,3,1,0,3,85,43.575447,14.525149,21.254725,38.124812,3,1,3,1,0,3,85,43.575447,14.525149,21.254725,38.124812
874,0.0,9.171859,9.762253,15.429,18.348,169.367886,68.388,1.48238,174.932334,65.886,8.921562,9.891107,-0.250298,0.128855,0.281518,0.018863,1,1,1,0,2,0,0,0,13,6.701635,6.701635,6.701635,6.701635,1,0,2,0,0,0,13,6.701635,6.701635,6.701635,6.701635
875,0.0,11.403392,20.882796,24.186,30.024,244.314045,115.926,2.092193,385.859691,106.752,10.937934,18.101352,-0.465457,-2.781444,2.820121,0.127232,1,1,3,1,3,1,0,1,90,43.099176,14.366392,19.384362,37.404268,3,1,3,1,0,1,90,43.099176,14.366392,19.384362,37.404268
876,0.0,28.338155,16.43488,46.704,32.109,623.739843,195.99,2.213743,1027.510101,155.958,26.389946,14.644505,-1.948209,-1.790375,2.645933,0.073153,1,1,5,2,4,2,0,2,145,74.914802,14.98296,33.39472,52.278261,5,2,4,2,0,2,145,74.914802,14.98296,33.39472,52.278261
877,0.0,13.986524,16.586285,33.777,31.692,430.201386,170.97,2.3253,697.816557,129.27,16.25848,16.196548,2.271956,-0.389736,2.305142,0.077334,1,1,1,0,2,0,0,0,84,42.526809,42.526809,42.526809,42.526809,1,0,2,0,0,0,84,42.526809,42.526809,42.526809,42.526809
878,0.0,8.851852,8.064186,18.348,15.012,165.890106,73.392,1.607435,195.277347,65.052,9.567421,7.750147,0.715569,-0.314038,0.781446,0.049558,1,1,1,0,2,0,0,0,14,8.327725,8.327725,8.327725,8.327725,1,0,2,0,0,0,14,8.327725,8.327725,8.327725,8.327725
879,0.0,19.523088,12.821956,37.947,24.603,388.294137,165.966,2.375931,674.68932,123.432,20.178609,12.288711,0.65552,-0.533246,0.845019,0.028831,1,1,3,1,3,1,0,3,105,52.951809,17.650603,26.145268,41.246174,3,1,3,1,0,3,105,52.951809,17.650603,26.145268,41.246174
880,0.0,16.597304,33.855195,34.611,51.291,628.260957,209.334,2.355943,1000.905084,170.136,14.926079,30.100938,-1.671225,-3.754257,4.109433,0.115115,1,1,7,3,5,3,0,7,157,79.412896,11.344699,37.576995,56.216263,7,3,5,3,0,7,157,79.412896,11.344699,37.576995,56.216263
881,0.0,25.585403,20.372408,48.789,35.028,512.798661,221.01,2.753173,906.135579,165.966,25.26395,20.907577,-0.321453,0.535168,0.624289,0.01838,1,1,5,2,4,2,0,2,159,80.234621,16.046924,28.402995,55.09608,5,2,4,2,0,2,159,80.234621,16.046924,28.402995,55.09608
882,0.0,19.338863,20.642436,37.53,43.368,464.805297,219.342,2.869996,1008.730089,160.128,18.66332,21.100408,-0.675543,0.457972,0.816147,0.022773,1,1,5,2,4,2,0,6,151,77.702986,15.540597,24.477268,49.889717,5,2,4,2,0,6,151,77.702986,15.540597,24.477268,49.889717
883,0.0,14.407561,30.403637,29.19,46.704,464.805297,190.986,2.49897,838.318869,150.12,13.959985,26.188699,-0.447575,-4.214938,4.238635,0.129738,1,1,3,1,3,1,0,1,144,68.380809,22.793603,41.014176,58.486266,3,1,3,1,0,1,144,68.380809,22.793603,41.014176,58.486266
884,0.0,12.822918,25.216711,25.02,37.947,430.549164,151.788,2.063579,648.432081,124.266,12.522692,22.113692,-0.300226,-3.103019,3.117509,0.108498,1,1,1,0,2,0,0,0,77,35.635087,35.635087,35.635087,35.635087,1,0,2,0,0,0,77,35.635087,35.635087,35.635087,35.635087
885,0.0,15.596233,19.465647,34.611,34.194,736.246026,190.986,1.98557,972.735066,135.942,15.710851,17.335765,0.114618,-2.129882,2.132964,0.060608,1,1,5,2,4,2,0,4,149,77.661075,15.532215,25.382814,47.703536,5,2,4,2,0,4,149,77.661075,15.532215,25.382814,47.703536
886,0.0,20.815213,18.28206,42.951,40.449,488.801979,228.516,2.915716,987.167853,165.132,19.436997,19.352157,-1.378216,1.070097,1.744874,0.049217,1,1,5,2,4,2,0,2,124,64.603259,12.920652,19.67563,50.050169,5,2,4,2,0,2,124,64.603259,12.920652,19.67563,50.050169
887,0.0,21.287016,13.853994,43.368,28.356,726.334353,182.646,1.911776,887.355567,141.78,21.322935,12.762382,0.035919,-1.091612,1.092203,0.032494,1,1,3,1,3,1,0,3,101,52.838353,17.612784,26.490722,43.188082,3,1,3,1,0,3,101,52.838353,17.612784,26.490722,43.188082
888,0.0,21.757782,21.492166,43.785,40.449,835.362756,260.208,2.539675,1078.285689,166.8,22.357918,21.142895,0.600136,-0.349271,0.694372,0.01874,1,1,8,4,4,4,0,10,192,97.879437,12.23493,31.911722,51.039536,8,4,4,4,0,10,192,97.879437,12.23493,31.911722,51.039536
889,0.0,20.604313,21.102966,37.53,33.777,547.924239,182.646,2.201126,883.35612,140.946,19.212372,18.203035,-1.391941,-2.899931,3.216691,0.095915,1,1,3,1,3,1,0,1,117,54.876358,18.292119,31.435452,47.483814,3,1,3,1,0,1,117,54.876358,18.292119,31.435452,47.483814
890,0.0,19.740683,11.034159,38.364,27.105,599.047605,160.128,1.845575,761.112153,129.27,18.993031,12.762325,-0.747653,1.728166,1.882961,0.060487,1,1,3,1,3,1,0,1,115,58.533261,19.511087,27.914449,44.856082,3,1,3,1,0,1,115,58.533261,19.511087,27.914449,44.856082
891,0.0,19.971144,14.965971,47.121,27.522,556.097022,167.634,2.005312,753.808815,147.618,20.738848,14.259236,0.767704,-0.706735,1.043477,0.033682,1,1,1,0,2,0,0,0,99,48.090901,48.090901,48.090901,48.090901,1,0,2,0,0,0,99,48.090901,48.090901,48.090901,48.090901
892,0.0,20.775738,7.475581,34.194,15.846,294.394077,101.748,1.672848,342.909108,98.412,19.196802,7.778784,-1.578936,0.303203,1.607784,0.076945,1,1,1,0,2,0,0,0,54,25.180452,25.180452,25.180452,25.180452,1,0,2,0,0,0,54,25.180452,25.180452,25.180452,25.180452
893,0.0,14.410224,6.381834,25.02,11.676,158.934546,77.562,1.735541,187.626231,71.724,13.457429,5.982733,-0.952796,-0.399101,1.033006,0.066835,1,1,1,0,2,0,0,0,35,16.566543,16.566543,16.566543,16.566543,1,0,2,0,0,0,35,16.566543,16.566543,16.566543,16.566543
894,0.0,14.87867,13.97841,29.19,31.275,447.590286,121.764,1.62358,490.019202,119.262,14.951773,14.555934,0.073103,0.577524,0.582132,0.023306,1,1,1,0,2,0,0,0,61,31.72672,31.72672,31.72672,31.72672,1,0,2,0,0,0,61,31.72672,31.72672,31.72672,31.72672
895,0.0,20.146379,12.142078,44.202,25.854,684.079326,147.618,1.59214,724.247685,138.444,20.225601,11.653723,0.079223,-0.488354,0.494738,0.016292,1,1,1,0,2,0,0,0,55,27.151995,27.151995,27.151995,27.151995,1,0,2,0,0,0,55,27.151995,27.151995,27.151995,27.151995
896,0.0,15.408077,14.989861,33.777,28.356,596.091492,144.282,1.667058,701.120448,122.598,15.750438,13.883246,0.34236,-1.106615,1.158364,0.03877,1,1,1,0,2,0,0,0,82,40.310993,40.310993,40.310993,40.310993,1,0,2,0,0,0,82,40.310993,40.310993,40.310993,40.310993
897,0.0,15.680564,19.295544,37.947,42.117,739.202139,206.832,2.146007,1086.284583,158.46,17.302096,21.37871,1.621532,2.083165,2.639876,0.070983,1,1,3,1,3,1,0,3,118,61.136442,20.378814,27.872539,48.364809,3,1,3,1,0,3,118,61.136442,20.378814,27.872539,48.364809
898,0.0,13.104489,19.724364,22.101,32.526,329.693544,112.59,1.749201,387.424692,107.586,13.091329,18.495298,-0.013159,-1.229066,1.229137,0.055342,1,1,1,0,2,0,0,0,55,26.461087,26.461087,26.461087,26.461087,1,0,2,0,0,0,55,26.461087,26.461087,26.461087,26.461087
899,0.0,13.236767,14.818415,27.522,29.19,461.849184,130.104,1.707795,573.659811,110.922,13.982393,14.226728,0.745626,-0.591687,0.951868,0.03522,1,1,1,0,2,0,0,0,69,34.026358,34.026358,34.026358,34.026358,1,0,2,0,0,0,69,34.026358,34.026358,34.026358,34.026358
900,0.0,16.677974,10.840987,42.534,21.267,429.50583,160.962,2.190957,589.135932,125.934,19.210309,10.900464,2.532335,0.059477,2.533033,0.092486,1,1,3,1,3,1,0,1,109,53.785809,17.928603,28.057541,41.35963,3,1,3,1,0,1,109,53.785809,17.928603,28.057541,41.35963
901,0.0,13.642198,16.389264,25.854,29.19,485.845866,116.76,1.494307,550.010907,108.42,13.700685,15.704869,0.058486,-0.684396,0.68689,0.025957,1,1,1,0,2,0,0,0,50,24.030633,24.030633,24.030633,24.030633,1,0,2,0,0,0,50,24.030633,24.030633,24.030633,24.030633
902,0.0,11.607433,15.374693,27.105,30.858,544.098681,141.78,1.714633,634.69485,114.258,12.535363,15.053357,0.92793,-0.321335,0.981993,0.034544,1,1,3,1,3,1,0,3,75,39.23272,13.077573,16.870087,29.236995,3,1,3,1,0,3,75,39.23272,13.077573,16.870087,29.236995
903,0.0,13.487885,11.60272,28.773,26.688,338.909661,116.76,1.789152,430.896942,109.254,14.115063,12.350975,0.627178,0.748254,0.976338,0.041683,1,1,3,1,3,1,0,1,61,30.315268,10.105089,13.504452,22.95236,3,1,3,1,0,1,61,30.315268,10.105089,13.504452,22.95236
904,0.0,11.134967,14.957541,22.518,27.939,326.215764,120.096,1.875734,404.291925,99.246,11.918039,14.92295,0.783072,-0.034591,0.783836,0.034548,1,1,5,2,4,2,0,2,84,44.986899,8.99738,20.03336,31.941358,5,2,4,2,0,2,84,44.986899,8.99738,20.03336,31.941358
905,0.0,15.958602,18.648614,31.692,33.777,670.689873,142.614,1.553447,756.243261,129.27,16.851872,17.38633,0.89327,-1.262284,1.54638,0.049835,1,1,3,1,3,1,0,3,59,31.524358,10.508119,16.179179,25.066995,3,1,3,1,0,3,59,31.524358,10.508119,16.179179,25.066995
906,0.0,18.194735,14.658947,37.113,26.688,661.647645,150.12,1.646343,736.593804,125.1,18.412873,14.500988,0.218139,-0.157959,0.269324,0.008794,1,1,3,1,3,1,0,1,82,40.281358,13.427119,15.934906,31.76863,3,1,3,1,0,1,82,40.281358,13.427119,15.934906,31.76863
907,0.0,9.95969,12.481886,25.854,24.186,315.956313,100.914,1.601522,371.948571,98.412,11.106451,12.108304,1.14676,-0.373583,1.206078,0.055422,1,1,1,0,2,0,0,0,45,21.427452,21.427452,21.427452,21.427452,1,0,2,0,0,0,45,21.427452,21.427452,21.427452,21.427452
